id	output
["0x218f9eBd1D1A983E641854AAF924812Cf1332E0f",130]	{"name": "me", "symbol": "ME", "decimals": 18}
["0x3A846650d655629Baf3507f614ed9eEbe6ACF1D0",130]	{"name": "gerl", "symbol": "GR", "decimals": 18}
["0x2d8F9C127B4059B9b35204c849EFc664E1B8b250",130]	{"name": "WIMP", "symbol": "WM", "decimals": 18}
["0x2305209508a038Be7641ebd3e507C2DAf0D91691",130]	{"name": "2", "symbol": "TWO", "decimals": 18}
["0x04183A09bF34bF3Ac21F33f6BebDA20ca40a382d",130]	{"name": "STeal", "symbol": "STL", "decimals": 18}
["0x0Da8a8275F5C3378a55c34e0853e74ef6FAF07fE",130]	{"name": "UNITRUMP", "symbol": "UNITRUMP", "decimals": 18}
["0x3256fB051908478dB5eC0Fbb7b0D2d5A259bC3fA",130]	{"name": "UNILEAN", "symbol": "UNILEAN", "decimals": 18}
["0x1921A9c497D3047Ea32c07643EaA078686E52B72",130]	{"name": "ryty", "symbol": "FHF", "decimals": 18}
["0x21925646fE29D1E3354D996fA5911F85Dbb63732",130]	{"name": "Awesome Unichain Token", "symbol": "AUT", "decimals": 18}
["0x0655fD729e99a325105c713BC527ecfE16F7AA54",130]	{"name": "MILADY", "symbol": "MILADY", "decimals": 18}
["0x55043AE8Ca85d949cb2824CcCc28Dc7f3Df87d17",130]	{"name": "wood hoot mood", "symbol": "WOHOMO", "decimals": 18}
["0xdBF52A9b7cf4E64cDE82F2e31a7d75bA61cF6d8a",130]	{"name": "AbeDog", "symbol": "ABEDOG", "decimals": 18}
["0x334Aae96Cab704c78366F7005CFa746a52eF83Dc",130]	{"name": "COWNU", "symbol": "CWN", "decimals": 18}
["0x16986Fb1cEE20C11cF911142FE2d2F114FC4d77E",130]	{"name": "Nagasaki", "symbol": "NGSK", "decimals": 18}
["0x40f7C6f3b878e462A83370C6a8c26F33b7Ca8c55",130]	{"name": "Stares", "symbol": "STARS", "decimals": 18}
["0x360f279B91a1f975C968361771175F5033c529b5",130]	{"name": "gashwin", "symbol": "GSH", "decimals": 18}
["0x2C9C24D724a7753490Ba581F59026e14b01d19F3",130]	{"name": "gashwin", "symbol": "GSH", "decimals": 18}
["0x7bF1CF7cCFE470632e7570D62f20C2a83A04A79c",130]	{"name": "Mamassita", "symbol": "Mamassita", "decimals": 18}
["0x055dF22136C1B021244241Ad7fcE1DfD4b6D78da",130]	{"name": "aaaaaaaaaa", "symbol": "AAAAAAAAAA", "decimals": 18}
["0x1466fB8b1D954606D3b8546991C468D46CcA12Cf",130]	{"name": "Perdyh", "symbol": "SARO", "decimals": 18}
["0x608ef9A3BffE206B86c3108218003b3cfBf99c84",534352]	{"name": "Kyber Network Crystal v2", "symbol": "KNC", "decimals": 18}
["0x361790E188499e11d4FF67e37b8756330f31B9D7",130]	{"name": "BullTok", "symbol": "BT", "decimals": 18}
["0x00Ab65f076CbC285A24D68b62eC2b3E6320D287d",130]	{"name": "OnlyUp", "symbol": "ONUP", "decimals": 18}
["0x58b2B28f1d81aDd27f7cC391A91aB085d4F58eec",130]	{"name": "MrPointer", "symbol": "MrPointer", "decimals": 18}
["0x1a1287D34029302b64278F3c193412Ff65165A6e",130]	{"name": "20", "symbol": "6201", "decimals": 18}
["0x7744Ad1Fc05909A404a547c04C7dbe348320A629",130]	{"name": "FERGO", "symbol": "FERGO", "decimals": 18}
["0xe710ac61911277Fd4A2B36d28BA291299e67966A",130]	{"name": "PEMP", "symbol": "PEMP", "decimals": 18}
["0xe9982F746c382EA5Ecbf96C84ae303A95B0f5121",130]	{"name": "LFG", "symbol": "LFG", "decimals": 18}
["0x82a9cb1906Dd669c609a8ce57Ee2D8e7E73D9b7f",130]	{"name": "CAMI", "symbol": "CAMI", "decimals": 18}
["0x1D4349C42fE5fFF4A5489E8eB05C00Ac60ef1aE4",130]	{"name": "waw", "symbol": "AWE", "decimals": 18}
["0x20Afb39De4E7C877dBf15a498c895B731d8e8361",130]	{"name": "Kapsul", "symbol": "DSU3", "decimals": 18}
["0x2d59dE41C6dcCe0581551308148fFFe6AF5326FA",130]	{"name": "COSMOS", "symbol": "CSM", "decimals": 18}
["0x33E37058B4800c67D3FB46E3E600001eEc9b369b",130]	{"name": "Wolf", "symbol": "WOLF", "decimals": 18}
["0x33863aC7e0E9d4A7e286a2e336b49F0A1Fed703c",130]	{"name": "ENOT", "symbol": "ENOT", "decimals": 18}
["0x017CE5a49aF047924515364A8A1E42deC9dD0b4F",130]	{"name": "test", "symbol": "TST", "decimals": 18}
["0xD6d010e55Fb2778e5E4aFAdCb8982C4448b32201",130]	{"name": "test", "symbol": "TST", "decimals": 18}
["0xf14d83a2FD6083A253B8A26b51e6B2862C32fb5f",130]	{"name": "test", "symbol": "TST", "decimals": 18}
["0xd3DBFe56E801345De7166246c6D08D6C6875b93f",130]	{"name": "testerinu", "symbol": "TEST", "decimals": 18}
["0x20D52b3D05D6c0DEE4AbbBb3B2a4c737184b828f",130]	{"name": "FACE", "symbol": "FACE", "decimals": 18}
["0xC28247843C4e7f726bFd923B2C9f2Db2DDc5aBf2",130]	{"name": "test32", "symbol": "TEST32", "decimals": 18}
["0xCe9CE727a4816f6FC2a183b0651F44537AcD8784",130]	{"name": "test33", "symbol": "TEST33", "decimals": 18}
["0x3ED2Da16b91c8ba374E1876C2B59A720CA59658c",130]	{"name": "SENDIT", "symbol": "SENDIT", "decimals": 18}
["0x44F372841508198C0ac84128F510d9d148dac325",130]	{"name": "test35", "symbol": "TEST35", "decimals": 18}
["0x37862A38e4eA315a5F298e542a2956878428887D",130]	{"name": "kjknj", "symbol": "LKKML", "decimals": 18}
["0x0fA76402e4f84888C135c544a080cCc2b81e3d89",130]	{"name": "test36", "symbol": "TEST36", "decimals": 18}
["0x1b50Eef2159F0Ff71FcD5D7712B725b6a5062159",130]	{"name": "U^ェ^U", "symbol": "UNIINU", "decimals": 18}
["0x71721519d7c321C7C5520c0b552DEe654Cf4e8C3",130]	{"name": "test213", "symbol": "TEST213", "decimals": 18}
["0x16b2A82CEa4265C04f565522E55aEb2499949b52",130]	{"name": "nutevary", "symbol": "NUTA", "decimals": 18}
["0xB9e0a49771a6d7B34D975706B9eD33308A07Bcb6",130]	{"name": "test31212", "symbol": "TEST31212", "decimals": 18}
["0x2c877Cc02813e66f8677516CE052c8803Bc7741C",130]	{"name": "CLO", "symbol": "CLO", "decimals": 18}
["0x107460e6b9E76b6b79671456D5aC562De14bBbf6",130]	{"name": "Hemena", "symbol": "HMN", "decimals": 18}
["0xE853E067Ec44c1DD00e6D52aEBFfBFBd4f14fbC9",130]	{"name": "test2323", "symbol": "TEST2323", "decimals": 18}
["0x08Eb05C017333faCc30482d4F309c60FE3181D6E",130]	{"name": "test999", "symbol": "TEST999", "decimals": 18}
["0x3201caecEdb2e15da565A0d8c6253411438E424b",130]	{"name": "nutevary", "symbol": "NUTA", "decimals": 18}
["0x1bc990dA5685b23A22590276538f7596FcB3DE4a",130]	{"name": "Crysis", "symbol": "CRY", "decimals": 18}
["0x1467b62A6AE5CdcB10A6a8173cfe187DD2C5a136",534352]	{"name": "Symbiosis", "symbol": "SIS", "decimals": 18}
["0x5a83d5418484406a0727C06080D402F89A5e6815",130]	{"name": "Test Token", "symbol": "TEST", "decimals": 18}
["0xabdEEA1082d1eFbd1796577767786CFD6e01e704",130]	{"name": "Test Token", "symbol": "TEST", "decimals": 18}
["0xB83F8c6c80671C8E5DAF50a645Bf95fF24Ecd0bc",130]	{"name": "Test Token", "symbol": "TEST", "decimals": 18}
["0x14Ba821Da63A8908ef0E5dAcD528D93fE5233DEc",130]	{"name": "test9093212", "symbol": "TEST9093212", "decimals": 18}
["0xda9B324A444f1AB203b8c7d8B16856c2678411E7",130]	{"name": "testosterone", "symbol": "TESTOSTERONE", "decimals": 18}
["0xA09Fde4CE96285b30E3Be238F42c11CC5632d8dB",130]	{"name": "testo", "symbol": "TESTO", "decimals": 18}
["0xBa837262d475ca6Ca72fe9aA788983b225470403",130]	{"name": "gray", "symbol": "g", "decimals": 18}
["0xa619EeE4205ca973B8Be70B840C97e88f30Fd4c3",130]	{"name": "gray2", "symbol": "g2", "decimals": 18}
["0xc87878b9EE720469c908167fc36fcD75c47b9606",130]	{"name": "aaaaaa", "symbol": "AAAAAA", "decimals": 18}
["0x1f0aC8bA355aAf9Af886faf0247f893789371264",130]	{"name": "PSYCH-WARD BITBOY", "symbol": "PSYBB", "decimals": 18}
["0x705308cF7F3705D23fc469807632c6D82a1E4183",130]	{"name": "Left Shark", "symbol": "LeftShark", "decimals": 18}
["0x403953f03323b0661EF2BD286461Dd68b787A194",130]	{"name": "aaaaaaaaaaa", "symbol": "AAAAAAAAAAAA", "decimals": 18}
["0x769d12cd13e6c029B98A9d85a7f0218432138482",130]	{"name": "Unifroccoli", "symbol": "froc", "decimals": 18}
["0x53878B874283351D26d206FA512aEcE1Bef6C0dD",534352]	{"name": "Rocket Pool ETH", "symbol": "rETH", "decimals": 18}
["0xe92267DB3Ca7751422C320add5ef6D6c1420702D",534352]	{"name": "Standard", "symbol": "STD", "decimals": 18}
["0x51707Cc287Af94f9E99963BABD999bA1384dB1F1",534352]	{"name": "DRAGON", "symbol": "DRAGON", "decimals": 18}
["0xBdB613d18741B2F91FA44d56d857fA5CCd55F7Ab",534352]	{"name": "GOLD", "symbol": "GOLD", "decimals": 18}
["0x1073Af5456512203126A67C458269e947Df7539f",130]	{"name": "MMM", "symbol": "MOW", "decimals": 18}
["0x3Fc913928741d8Ffc452Fb0e4442f1Da28119BdB",130]	{"name": "Sciro", "symbol": "SCR1", "decimals": 18}
["0x23f1Ee047085906BE4b05b18b5Cb7a2dB69f2aCF",130]	{"name": "SSS", "symbol": "SSS", "decimals": 18}
["0x098a22D96d0E7b59549c72a553F3D7cF02399b5e",130]	{"name": "Agoras Token", "symbol": "AGO", "decimals": 18}
["0x11EaD303219207A31c67B8ea4F5ddd620B430eDd",130]	{"name": "Coinmetro Coin", "symbol": "CN", "decimals": 18}
["0x0A38ba6165809485B58383002336E50F8cC82757",130]	{"name": "Bitforex Token", "symbol": "BT", "decimals": 18}
["0x20a251C706497C87D962aeec28A50A9fCCcA4796",130]	{"name": "EDD Token", "symbol": "EDD", "decimals": 18}
["0xE2C23A598631Db4a00657Eb89fc25bC3D90F8219",534352]	{"name": "SCROLL NS", "symbol": "SNS", "decimals": 18}
["0x21405ddc65b1ea68323524FEDAC533E0b471177d",130]	{"name": "DIDUH", "symbol": "DDH", "decimals": 18}
["0xacd706c76e6cf4Bfb06fAC3c150D046C7b4147Ab",130]	{"name": "PUMPHOONI", "symbol": "PUMPHOONI", "decimals": 18}
["0x6f5416f2d8c83a499ec30F5c65Fb9a1b9839C281",130]	{"name": "MEEE", "symbol": "MEEE", "decimals": 18}
["0x9173EAfdA93DE8B533F938F4217562B03a9b3f27",130]	{"name": "dsdsds", "symbol": "DSDSSDDS", "decimals": 18}
["0xb510CE61cF2e8E891d953E45AF86A437BbB1A72e",130]	{"name": "sassss", "symbol": "SSSSSS", "decimals": 18}
["0x835f63c279cE1D8fE74aA0C6d5c629A83d25c50F",130]	{"name": "aaaa", "symbol": "AAAAA", "decimals": 18}
["0x33Af8e052171434839aa929Bb865b0Dc8e94C96D",130]	{"name": "qwerty", "symbol": "WEEE", "decimals": 18}
["0xcdEE57722E4ACd99d5B46C9Be7A75bC0A9c48D35",130]	{"name": "FuckMyDevLifeHaydenSonic69Inu", "symbol": "FML", "decimals": 18}
["0x55A034a4135e3829Ce9B43115EE7dbC3881766E7",130]	{"name": "fluffle-2982", "symbol": "fluffle2982", "decimals": 18}
["0x5A9675E3201222D0DF1A661b02f494Ecaf045414",130]	{"name": "Hyper Sex", "symbol": "SEX", "decimals": 18}
["0x03a0A1Ab2C543F155322161904BB412Cade6Ee42",130]	{"name": "pongo", "symbol": "PONGO", "decimals": 18}
["0x396EE70511457d414712eD05Dd71984f31130FDb",130]	{"name": "Gold Nexus", "symbol": "GDNX", "decimals": 18}
["0x0723B1A170a4bAB19C2e476f03a58eE845D3F959",130]	{"name": "Boob", "symbol": "BOOB", "decimals": 18}
["0x15CE0F4a9606e953D39E3c2D5F1ddF875a3B245F",130]	{"name": "Romaska", "symbol": "RMSK", "decimals": 18}
["0x1177BAB62Ae86d826550Dad832F87d7Df2962057",130]	{"name": "ESG", "symbol": "ESG", "decimals": 18}
["0x30357A2E15ff7e429482CD322d6580e8832cac1D",130]	{"name": "Piroga", "symbol": "PRG", "decimals": 18}
["0x3B766080C4C38241b4e1d6AA0980e3f18501BE14",130]	{"name": "MINIA", "symbol": "MINIA", "decimals": 18}
["0xe854A6aF29Aac7F5a76f922E6552905a500B42AB",130]	{"name": "MONGOL", "symbol": "MONGOL", "decimals": 18}
["0x17392c02f2286D2479738348BA31F24E6bf1c7d4",130]	{"name": "discord", "symbol": "DSK", "decimals": 18}
["0x40d972D2070F3BBC20d9B5DdB7b614baE1239dC9",130]	{"name": "CRRYPTO", "symbol": "CRYPTO", "decimals": 18}
["0xd1844980eBc9B9Cfdaeb53383fB5c890DAe301e0",130]	{"name": "milk", "symbol": "milk", "decimals": 18}
["0x3Ad0254335a584695ab34Ef1e5540C7FD4Ebc874",130]	{"name": "microfish", "symbol": "MICROFISH", "decimals": 18}
["0x8d715B0aBD430d46bcEF327B082bF3F06a3779Fb",130]	{"name": "EAT!", "symbol": "EAT!", "decimals": 18}
["0x1D30753FbB71B668f9bDAf65b63019D098bc7130",130]	{"name": "CutIt", "symbol": "CIT", "decimals": 18}
["0x1d61Dd91C2c58EE032706d161Fa66b9d0d49f025",130]	{"name": "jurist123", "symbol": "AWESOM", "decimals": 18}
["0x39b3FFc371Da21E0AF84066E13E3d82178279ca0",130]	{"name": "meowiity", "symbol": "MEOWIITY", "decimals": 18}
["0x8584C5B315bF7aF0d6415520F189E67F5aeDF0C0",130]	{"name": "ROWS", "symbol": "ROWS", "decimals": 18}
["0x2739531d4a0E600fb8a20bd1D7dDaf1401dbAb6a",130]	{"name": "noUSDT", "symbol": "NOUSDT", "decimals": 18}
["0xE1D14887AB282e973031B3a2DDA16b75F2b23AD8",130]	{"name": "room", "symbol": "room", "decimals": 18}
["0x38Ef3e5584c1829c141557a17EF2E9B0B3935096",130]	{"name": "cloud", "symbol": "CLOUD", "decimals": 18}
["0xA18f767159f80f37C79151c3905B7fEF89200Cf3",130]	{"name": "pixTON", "symbol": "pixTON", "decimals": 18}
["0xC23C0C28107C3d67aee1858Df75DC9dd71dbed6A",130]	{"name": "stickerman", "symbol": "stickerman", "decimals": 18}
["0x07e2571510d6A7e9a32E7805469D36Dd4c9F948E",130]	{"name": "green", "symbol": "GREEN", "decimals": 18}
["0x00Ad4B8105eEB79844ba1A92E580e47d3B136A36",130]	{"name": "wood", "symbol": "WOOD", "decimals": 18}
["0xDd85880E8f290DB48B360B3e0e1cAB535b222cDe",130]	{"name": "hihi", "symbol": "hihi", "decimals": 18}
["0x2b33823eD18B6cE3508620e9d269ad5a0675221B",130]	{"name": "AIROM", "symbol": "AIROM", "decimals": 18}
["0xF53B533457F5B042049B9ab8Feb2DB2816A39E4b",130]	{"name": "oae", "symbol": "oae", "decimals": 18}
["0x1CF0Ca289C772df08E5AB32eFC812081d764275B",130]	{"name": "AMONG", "symbol": "AMONG", "decimals": 18}
["0xc77548D5F8Ce5BBB937D05180305FdA7a488a79D",130]	{"name": "SMILE", "symbol": "SMILE", "decimals": 18}
["0xC171C494Fa503f1B581B33c3C5303b26022721d4",130]	{"name": "Unicorn", "symbol": "Unicorn", "decimals": 18}
["0x306f3c60bD0228234BAABbF7c243E2a07fFCd6dC",130]	{"name": "trhwrthbnw4", "symbol": "TTEE", "decimals": 18}
["0x1F325Cb4c3aac353013328A5b61aE09dfDe1294f",130]	{"name": "Unichain Alien", "symbol": "ALIEN", "decimals": 18}
["0x325A6D91618BB14770bb856AF973D4325faf0aFa",130]	{"name": "UNICHAIN ALIEN 2", "symbol": "ALIEN2", "decimals": 18}
["0x099EbA582A38B1B57c0CF783cC0F53e0C22CA45B",130]	{"name": "COWBOY", "symbol": "COWBOY", "decimals": 18}
["0x332d0d20c90dCc71EF8c9b3f7756B55E5bC0a63F",130]	{"name": "fherh", "symbol": "RHBERH", "decimals": 18}
["0x032d593e8B682a6F8718eC80DEd198c85ddB3342",130]	{"name": "WeightlIfter", "symbol": "WEIGHT", "decimals": 18}
["0x3E152771a50E34cdd997c4e9b2e70EA4FC8Be46C",130]	{"name": "Sweethearts", "symbol": "SWEET", "decimals": 18}
["0x0e03Bf2DA1145B2fE7748F37092E7fE62a18DD74",130]	{"name": "txny", "symbol": "TXNY", "decimals": 18}
["0x2240d960d1d35a9d5fDf9c5FC195D9A90CF4d512",130]	{"name": "Smurf", "symbol": "SMU", "decimals": 18}
["0x3D76534B96DBc573bac335a7A27720C09E0C5D50",130]	{"name": "Wink30", "symbol": "WINK", "decimals": 18}
["0x0c7Ec7624F508A6970453497A62FbF4d60ec800e",130]	{"name": "SHARK", "symbol": "1000000", "decimals": 18}
["0xb44785434bDB1213dCD11e1c81692fC117DCDBaD",130]	{"name": "ZYN", "symbol": "ZYN", "decimals": 18}
["0x3F5d87dffcd69Da75E161f867C59FE857cF6f173",130]	{"name": "Naija Bros", "symbol": "NAIJA", "decimals": 18}
["0x0e3358cd0e7b16AFf6E462a973af33df9D5A87D9",130]	{"name": "jjhg", "symbol": "FJFJG", "decimals": 18}
["0x3F3a43f45378698FC9AC5c656F79eC934ea78035",130]	{"name": "Goldo Token", "symbol": "GLD", "decimals": 18}
["0x0AB993571e5cd8cc25018b4CA06A28FDD1463715",130]	{"name": "Doginu", "symbol": "DOG", "decimals": 18}
["0x2AeD25C6A56b745f1134Ec8751FefAef2c5f0143",130]	{"name": "Xena Tokem", "symbol": "XEN", "decimals": 18}
["0x3c9C334288C6a1c9d9aA1bcA45Bc7F571726a8C1",130]	{"name": "Thane Tokem", "symbol": "TNT", "decimals": 18}
["0x3125f5DA8aAc2e6D6E564805407B69829ABfEDfA",130]	{"name": "boy&rabbit", "symbol": "BRT", "decimals": 18}
["0x3E35b7F0250BEFF4E04920fB68CA19D9B5cf182c",130]	{"name": "Dokinu", "symbol": "DOK", "decimals": 18}
["0x38c4b98D90BD6744E2933AFcc31D9b0219D0Db23",130]	{"name": "Agoras Token", "symbol": "AGT", "decimals": 18}
["0x1eF6357a8786171A5E678eF72fe57accf336e331",130]	{"name": "Monro", "symbol": "MNR", "decimals": 18}
["0xA9F2cD6dbd9acD2C9239420d78412edb55e39bEA",130]	{"name": "TESTLOCKTOKEN", "symbol": "TESTLOCK", "decimals": 18}
["0x31753E434CAcB2981B36C9ed5F4227Ba22E9E1Cf",130]	{"name": "Sea Girls", "symbol": "SEA GIRLS", "decimals": 18}
["0x007a69943CF18105c7b7DEeEbf65D2FeBCc142B8",130]	{"name": "Pink PEPE", "symbol": "PIPE", "decimals": 18}
["0x17cB6528e342D956177417d009033D46027e9A4c",130]	{"name": "Crypto Pulse", "symbol": "CPLS", "decimals": 18}
["0x388DcfA08837607F385750532c954f98e10A8d92",130]	{"name": "btc cc", "symbol": "BTC SS", "decimals": 18}
["0x0D6467E3979cE319ABD8aB2bA5F9cDAB633f9482",130]	{"name": "AU", "symbol": "AU", "decimals": 18}
["0x1612310CcCC098CCbA1ce2a4521f46E0b8Fd1A94",130]	{"name": "pihgyg", "symbol": "KHGYGHOP", "decimals": 18}
["0x2A0E76B194a54046119BBf5811eB03AbD1BFf497",130]	{"name": "eriub", "symbol": "IYT", "decimals": 18}
["0x17Fc9a3Ee7B7AC9270Cf8e9Ac6AFE92a3E19eD83",130]	{"name": "CATTII", "symbol": "CI", "decimals": 18}
["0x3864cE84Ea0B346428CD1aC7d574277e6071dbE3",130]	{"name": "KIZZY", "symbol": "KIZ", "decimals": 18}
["0x03EB9B98eB4FCf65E42469b5c6596e49C628aa15",130]	{"name": "🦄 UniCorn Swap", "symbol": "UNIS", "decimals": 18}
["0x196A155c0Faad2491ccE7930F3800F02a67b31e2",130]	{"name": "Bitforex Token", "symbol": "BTT", "decimals": 18}
["0x156265D5F16f389324E751209BdF7b3589718961",130]	{"name": "TruTitolo Token", "symbol": "TTT", "decimals": 18}
["0x10dD522EF1679e5818931599c816a042f171A71C",130]	{"name": "Too Pink", "symbol": "TOO PINK", "decimals": 18}
["0x17Bb10DB284165876aa56D4bc33bD779bD3bF3b7",130]	{"name": "952", "symbol": "ЗЩЗ", "decimals": 18}
["0x1988b437849f4A7Ea3C88e1326D1E2dDbf77a45a",130]	{"name": "Ball", "symbol": "BALL", "decimals": 18}
["0x3d620BE3941DE32ff2605E7FCd12e4c8DB8D8186",130]	{"name": "The Dog", "symbol": "THD", "decimals": 18}
["0x3D8Ab840cA8bD7EB3cFC914F0a12cd7cF7b7d9E4",130]	{"name": "FFF", "symbol": "FFF", "decimals": 18}
["0x2690d7E80796Da2D80a2eA87FC16A6Da10f84F37",130]	{"name": "HUL", "symbol": "HUL", "decimals": 18}
["0x3e501F0AD7859C77471bf59F02e78962b4919b1f",130]	{"name": "kent", "symbol": "KENT", "decimals": 18}
["0x178E7D02D58fa287dfaef8C0bc4414EC4683cC02",130]	{"name": "uni", "symbol": "UNI", "decimals": 18}
["0x0983ed631dAA28d4Eb27aEBcD00fAE1C9b8442A2",130]	{"name": "Bubu", "symbol": "BUBU", "decimals": 18}
["0x1eBEb298bC3C9eF956Bc643da44D80b6Eba38C33",130]	{"name": "Termo", "symbol": "PROB", "decimals": 18}
["0xBC0C54deA0Cd38605152E0695bF00a2657975532",130]	{"name": "ronin", "symbol": "&", "decimals": 18}
["0x0D632b6b5f53720fEA6EaF7F8bb2b31d464927d5",130]	{"name": "i remember earth", "symbol": "ERTH", "decimals": 18}
["0x361ffFD254d547635b748ef4eDf62F52251bc1E9",130]	{"name": "Is ETH a stablecoin?", "symbol": "STABLE?", "decimals": 18}
["0x2FE59a6557B328Af7F2d0b40E3b2b645303Bd5d6",130]	{"name": "Alchemist057", "symbol": "ALCH", "decimals": 18}
["0x413Cc2b4db23c0424D79921F819b4C29725d0100",130]	{"name": "hggkhj", "symbol": "JHLJHL", "decimals": 18}
["0xf7Ac775BcBeAe15efb1AEb8fb2F74e440a80491d",130]	{"name": "Astro Pepe", "symbol": "ASTRPE", "decimals": 18}
["0x1C5EB71DD356c69f6bE3256846fB42Ce6C17A334",130]	{"name": "Chubby", "symbol": "CHUBBY", "decimals": 18}
["0x78DF39b5D24c79660392Ba847B423Db61a797DDd",130]	{"name": "@sandwichcutiecat", "symbol": "HUNGRY", "decimals": 18}
["0xb25AAb71F7c58796Fd165984d91c7126d373Ef09",130]	{"name": "MagnumDong", "symbol": "DONG", "decimals": 18}
["0xF01B341fB5A609Eb1AC795Cc44a3ddf92E3e8BD2",130]	{"name": "UNIversity", "symbol": "UNIV", "decimals": 18}
["0x1cf8195872485c13F36Df360ABaE2D5c041Aeb9f",130]	{"name": "Unicorn", "symbol": "UNICORN", "decimals": 18}
["0x23B505ea4cC1121CDc963bf95152139eC687f0e7",130]	{"name": "Biteth King", "symbol": "BITETH", "decimals": 18}
["0x0c42a605b039e777259e8460d4EF97870369bA5a",130]	{"name": "mystery", "symbol": "MS", "decimals": 18}
["0x0b54eD146e6E8250f26B10304875982f9a24145D",130]	{"name": "DEEP DOT", "symbol": "DD", "decimals": 18}
["0x0fCfBE1D782A801878DC30BA72DE276481Be8516",130]	{"name": "UniBoost", "symbol": "UBOOST", "decimals": 18}
["0xf04893CcA03EA936D02994621d6D78e6075150C5",130]	{"name": "UNIPepe", "symbol": "UPEPE", "decimals": 18}
["0x7732BA6F76Bf2F879c8Ba51D5768b49143a24f76",130]	{"name": "UNIDEX", "symbol": "UNIX", "decimals": 18}
["0x18427e15A87428BEDC6B01C9d901c64c50eCDA0A",130]	{"name": "Cryptessa", "symbol": "CRY", "decimals": 18}
["0x8a8a9375a63475bAeAA945eC1bc2045C53d67c7A",534352]	{"name": "hahamrha", "symbol": "haha", "decimals": 18}
["0x3e4E76327E33D0fa372a6AE2c87AC61241061453",130]	{"name": "Mitelvic", "symbol": "MTLVC", "decimals": 18}
["0x020c8347a91Bf0766C1e7960eC4fF7c8AEc83674",130]	{"name": "GM smail", "symbol": "GMS", "decimals": 18}
["0x0dcCB919A0090A5D0E395Bc8145520fdA047F2ca",130]	{"name": "dupon", "symbol": "DYU", "decimals": 18}
["0x21BF379327143CaD9E07d0F47Dd006eFC5Cd5C1b",130]	{"name": "Shally", "symbol": "SHL", "decimals": 18}
["0x18D3A74dF2b13Efda7030294b143A95426D17Eac",130]	{"name": "EDA", "symbol": "EEEDA", "decimals": 18}
["0x16EfC1c4320743357422D3EF317C0b5667a184C8",130]	{"name": "ANKH", "symbol": "ANKH", "decimals": 18}
["0x172FbAB647150164E6bB641389Bc1710DE2c0355",130]	{"name": "Blue dog", "symbol": "BLUEDOG", "decimals": 18}
["0x337d46D5Ee4014Cc09052adE600A01CbdBd6BaAf",130]	{"name": "Monkey", "symbol": "MONY", "decimals": 18}
["0xf940414e78bd76c073208Df6D13FA4AB0c57B692",130]	{"name": "Pepe on Unichain", "symbol": "PEPE", "decimals": 18}
["0x02321c8516C2C60b2706f88F8257AEB72FD433c2",130]	{"name": "iujyghf", "symbol": "UHG", "decimals": 18}
["0x0b7248D52E90dDD242441236169D8E810256C652",130]	{"name": "Lazer eyes", "symbol": "LAZER", "decimals": 18}
["0x13509E4AaB0d97F536d49B7f97ACf52Dd30e2137",130]	{"name": "Baby Bear", "symbol": "BABY", "decimals": 18}
["0x3A75AAC15fC2288d7C4fbE7661F943111c56b17e",130]	{"name": "Uni Knight", "symbol": "KNIGHT", "decimals": 18}
["0x26cD85aff4AF6c4073894060fB5683EC749E1Ed3",130]	{"name": "Uni Knight 2", "symbol": "KNIGHT2", "decimals": 18}
["0x2BA45cc089e5B47543b251606ee0bf87b4d05B41",130]	{"name": "sun", "symbol": "SN", "decimals": 18}
["0x16241F84E1E7604221d14C061675d4a6C33B69aC",130]	{"name": "DOG", "symbol": "FG", "decimals": 18}
["0x4188256E82AC8aDa3D99798432490e41deC4dc21",130]	{"name": "BEAR", "symbol": "BR", "decimals": 18}
["0x35C6B0d86a6613ea4e5ee023A4f6C575eC08aaac",130]	{"name": "Serfcewe", "symbol": "SEE", "decimals": 18}
["0x350b206a4ec325f0b6bcB4065641020E74Ac1540",130]	{"name": "Bull v Bear", "symbol": "BULLBEAR", "decimals": 18}
["0x1ffa7FE35C836c6ef1377EF096FE4abf4620b4D3",130]	{"name": "The Visitor", "symbol": "VISITOR", "decimals": 18}
["0x023395D44626Dc89f4160924176Ad462e4A84A87",130]	{"name": "Lets Go", "symbol": "LFG", "decimals": 18}
["0x3DFD8E597DF3623cED13A9333074f7E0be0c5F76",130]	{"name": "KIT", "symbol": "KIT", "decimals": 18}
["0x33d08D574a90F73c7eC4fcb32A84128f961C452A",130]	{"name": "DARK INU", "symbol": "INU", "decimals": 18}
["0x40c8CC9EAE324999145fa251D3cEf842B21bf7b3",130]	{"name": "Luna", "symbol": "LNA", "decimals": 18}
["0x09FF437a3866aCa09951ddbCECdf4448F7F4F0c0",130]	{"name": "Anita", "symbol": "ANT", "decimals": 18}
["0x88A2A9129EDFfB78C1CDad91A7bF3B9AF7Ddae96",130]	{"name": "Department of Gov Efficiency", "symbol": "DOGE", "decimals": 18}
["0x371f0842919CDF8865022F6556ffEb626EF54582",130]	{"name": "fox", "symbol": "FOX", "decimals": 18}
["0x26e5cbfA7C3D60e4c8daE6F763d5de9583c396A5",130]	{"name": "gg", "symbol": "GG", "decimals": 18}
["0x00c4E01ee94B7c4C724F91cb223EDf1e0761464C",130]	{"name": "VTIBLAKO", "symbol": "2RCV", "decimals": 18}
